ID,Date,Policy Area,Name,For,Against,Abstentions,Result,GUE-NGL,S&D,Greens/EFA,REG,EPP,ECR,IDG,NI
5072,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Citation 57,68,0,0,Adopted,Against,Against,Against,Against,Against,Abstain,For,For
5073,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Citation 58,68,0,0,Adopted,Against,Against,Against,Against,Against,Against,For,For
5074,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Citation 62,67,0,1,Adopted,For,For,For,For,For,Against,Against,For
5075,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Citation 66,67,0,1,Adopted,Against,Against,Against,Against,Against,For,For,Against
5076,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Citation 67,67,0,1,Adopted,For,For,For,For,For,Against,Against,For
5077,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Citation 69,67,0,1,Adopted,For,Against,For,Against,Against,Against,Against,Abstain
5078,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Citation 70/1,68,0,0,Adopted,For,Against,For,Against,Against,Against,Against,Abstain
5091,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital O/2,68,0,0,Adopted,For,Against,For,Against,Against,Against,Against,Abstain
5090,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital O/1,68,0,0,Adopted,For,For,For,For,For,Against,Against,For
5094,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital Q/1,68,0,0,Adopted,For,Against,For,Against,Against,Against,Against,For
5095,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital Q/2,68,0,0,Adopted,For,For,For,For,For,Against,Against,For
5096,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After recital V,amendment 62",1,66,1,Adopted,For,For,For,For,For,Against,Against,For
5097,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital W,amendment 44",65,3,0,Rejected,For,For,For,For,For,Against,Against,For
5098,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital W,amendment 2",68,0,0,Adopted,For,For,For,For,For,Against,Against,For
5099,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After recital X,amendment 45",68,0,0,Rejected,For,For,For,For,For,Against,Against,For
5100,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital Y,amendment 47",68,0,0,Rejected,For,For,For,For,For,Against,Against,For
5101,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital Y/1,67,1,0,Adopted,For,For,For,For,For,Against,Against,For
5102,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital Y/2,68,0,0,Adopted,For,For,For,For,For,Against,Against,For
5103,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After recital Y,amendment 46",68,0,0,Rejected,For,For,For,For,For,For,Against,For
5104,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital AA,68,0,0,Adopted,For,For,For,For,Against,Against,Against,Against
5105,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After recital AB,amendment 48",68,0,0,Rejected,For,For,For,For,For,For,Against,For
5107,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After recital AC,amendment 58",0,68,0,Rejected,For,For,For,For,Against,Against,Against,For
5088,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital N/2,67,1,0,Adopted,For,For,For,For,Against,Against,Against,For
5109,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital AD,amendment 49",68,0,0,Rejected,Against,Against,Against,Against,Against,For,For,Against
5110,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital AD,amendment 57",0,68,0,Rejected,Against,Against,Against,Against,For,For,For,For
5111,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital AE,amendment 5",0,68,0,Rejected,For,For,For,For,For,Against,Against,For
5112,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital AE/1,67,1,0,Adopted,For,Against,For,Against,Against,Against,Against,Against
5113,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital AE/2,68,0,0,Adopted,For,For,For,For,For,Against,Against,For
5114,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital AH,amendment 50D",68,0,0,Rejected,For,For,For,For,Against,Against,Against,For
5115,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Recital AH,amendment 6",0,68,0,Rejected,Against,Against,Against,Against,For,For,For,Against
5117,11/25/2020,Environment & public health,"Active substances, including chlorotoluron - Motion for resolution : vote: resolution (as a whole)",67,0,0,Adopted,For,For,For,For,For,Against,For,For
5118,11/25/2020,Environment & public health,Carbendazim for use in certain biocidal products - Motion for resolution : vote: resolution (as a whole),67,0,0,Adopted,For,For,For,For,For,Against,Against,Against
5119,11/25/2020,Foreign & security policy,"Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : Paragraph 3,amendment 6",1,66,0,Adopted,For,Against,For,For,Against,Against,Against,For
5120,11/25/2020,Foreign & security policy,Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : Paragraph 9,67,0,0,Adopted,For,For,For,For,For,Against,Against,For
5121,11/25/2020,Foreign & security policy,"Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : After paragraph 9,amendment 1",1,66,0,Rejected,For,For,For,For,Against,Against,Against,For
5122,11/25/2020,Foreign & security policy,"Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : After paragraph 9,amendment 2",1,66,0,Rejected,For,For,For,For,For,For,Against,For
5123,11/25/2020,Foreign & security policy,"Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : After paragraph 9,amendment 3",1,66,0,Rejected,Against,Against,Against,Against,For,For,For,No political line
5124,11/25/2020,Foreign & security policy,"Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : After paragraph 9,amendment 5",0,67,0,Adopted,For,Against,For,Against,Against,Abstain,For,For
5125,11/25/2020,Foreign & security policy,"Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : Citation 11,amendment 4",0,67,0,Adopted,For,For,For,For,For,For,For,For
5126,11/25/2020,Foreign & security policy,Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : Recital A/1,65,1,1,Adopted,For,Against,For,Against,Against,Against,Against,Abstain
5127,11/25/2020,Foreign & security policy,Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : Recital A/2,66,0,1,Adopted,For,For,For,Against,Against,Against,Against,For
4880,11/25/2020,Economic & monetary affairs,"Markets in financial instruments: amending information requirements, product governance requirements and position limits to help the recovery from the COVID-19 pandemic - Draft legislative resolution : vote: Commission proposal",0,68,0,Adopted,For,For,For,For,Against,For,Against,For
4881,11/25/2020,Economic & monetary affairs,"Markets in financial instruments: amending information requirements, product governance requirements and position limits to help the recovery from the COVID-19 pandemic - Draft legislative resolution : vote: referral back",3,65,0,Adopted,For,For,For,Against,For,Against,Against,For
4892,11/25/2020,Internal market & consumer protection,Towards a more sustainable single market for business and consumers - Motion for resolution : vote: resolution (as a whole),68,0,0,Adopted,For,Against,For,Against,Against,Against,Against,Against
4906,11/25/2020,International trade,The application of Union tariff rate quotas and other import quotas - Draft legislative resolution : vote: Commission proposal,67,0,0,Adopted,For,For,For,For,For,Against,Against,For
4985,11/25/2020,Constitutional and inter-institutional affairs,Stocktaking of European elections - Motion for resolution : vote: resolution (as a whole),55,9,3,Adopted,For,Against,For,Against,Against,Against,Against,Against
4986,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 1,amendment 51",68,0,0,Rejected,For,For,For,For,Against,Against,Against,For
4987,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 1/1,67,0,1,Adopted,Against,Against,Against,For,For,Against,Against,Against
4988,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 1/2,68,0,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
4989,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 2,amendment 52",68,0,0,Rejected,For,Against,For,Against,Against,Against,Against,Against
4990,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 3,amendment 7",0,67,0,Rejected,Against,Against,Against,Against,For,For,Abstain,Against
4991,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 3,amendment 53",66,1,0,Rejected,Against,Against,Against,Against,Against,Abstain,For,Against
4992,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 3/1,68,0,0,Adopted,For,For,For,For,For,For,Against,For
4993,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 3/2,68,0,0,Adopted,For,For,For,For,For,For,Against,For
4994,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 4/1,68,0,0,Adopted,For,Against,For,Against,Against,Against,Against,Against
4995,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 4/2,67,0,0,Adopted,Against,Against,Against,Against,Against,Against,For,Against
4996,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After paragraph 4,amendment 27",1,0,67,Adopted,Abstain,For,For,For,Against,Against,Against,For
4997,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 5,amendment 8",0,67,1,Rejected,For,For,For,For,Against,Against,For,For
4998,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 5,67,0,1,Adopted,For,For,For,For,Against,Against,For,For
4999,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After paragraph 5,amendment 25",0,67,1,Rejected,For,Against,Against,For,For,Abstain,For,For
5000,11/25/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : Paragraph 6,66,0,2,Adopted,For,For,For,For,For,For,Against,For
5001,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After paragraph 6,amendment 26/1",1,65,1,Rejected,Against,Against,Against,Against,Against,Against,For,No political line
5002,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After paragraph 6,amendment 26/2",1,65,1,Rejected,Against,Against,Against,Against,Against,Against,For,Abstain
5003,11/25/2020,"Civil liberties, justice & home affairs","Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : After paragraph 6,amendment 9",1,66,1,Rejected,Against,Against,Against,Against,Against,Against,For,Abstain
5129,11/26/2020,Foreign & security policy,"The deteriorating situation of human rights in Algeria, in particular the case of journalist Khaled Drareni - Joint motion for resolution : vote: resolution (as a whole)",69,0,0,Adopted,For,Against,Against,Against,For,For,For,Abstain
5199,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : vote: resolution (as a whole),68,0,0,Adopted,For,Against,Against,Against,For,For,For,For
5198,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 26/3,68,0,0,Adopted,For,For,For,For,For,For,Against,For
5196,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 26/1,68,0,0,Adopted,For,For,For,For,For,For,For,For
5195,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 19/2,68,0,0,Adopted,For,For,For,For,For,Abstain,For,For
5192,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 17/1,68,0,0,Adopted,For,For,For,For,For,For,For,For
5191,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 13/2,68,0,0,Adopted,For,For,For,For,For,For,Abstain,For
5190,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 13/1,68,0,0,Adopted,Against,For,For,For,For,For,For,For
5189,11/26/2020,International trade,"EU Trade Policy Review - Motion for resolution : After paragraph 10,amendment 1",0,55,13,Rejected,For,Against,Abstain,Against,Against,Abstain,For,For
5187,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : vote: resolution (as a whole),67,0,1,Adopted,For,Against,Against,Against,Against,Against,Against,Against
5184,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : Recital H,amendment 15",67,0,1,Adopted,For,For,For,Against,Against,For,For,For
5182,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Recital E/1,67,0,1,Adopted,Against,Against,Against,Against,Against,Against,Against,Against
5181,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Recital D/2,67,0,1,Adopted,For,For,For,Against,For,For,Against,For
5178,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After recital C,amendment 4",67,0,1,Adopted,For,For,For,Against,Against,For,For,For
5177,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After recital B,amendment 3",67,0,1,Rejected,Against,For,For,For,For,For,Against,For
5175,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After paragraph 24,amendment 14",67,0,1,Rejected,For,For,For,For,For,For,Abstain,For
5174,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After paragraph 24,amendment 11",0,68,0,Rejected,Against,Against,Against,Against,Against,Against,Against,Against
5173,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After paragraph 24,amendment 10",1,66,1,Rejected,Against,For,For,For,For,For,Against,For
5172,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 22/2,67,0,1,Adopted,Against,For,For,For,For,For,Abstain,For
5171,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 22/1,67,0,1,Adopted,For,Against,Against,For,For,For,Abstain,For
5170,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 21/2,67,0,1,Adopted,No political line,For,For,For,For,For,Abstain,For
5169,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 21/1,67,0,1,Adopted,Against,For,Against,For,For,For,Abstain,For
5168,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 20,66,1,1,Adopted,For,For,For,Against,Against,For,For,For
5166,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 17,67,0,1,Adopted,For,For,For,For,Against,For,For,For
5165,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 16,67,0,1,Adopted,For,For,For,Against,Against,For,For,For
5163,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After paragraph 15,amendment 7",1,0,67,Rejected,For,For,For,Against,Against,For,For,For
5160,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 12/1,67,0,1,Adopted,For,For,For,For,For,For,For,For
5159,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 11,67,0,1,Adopted,For,Against,Against,Against,Against,Against,Against,Against
5158,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 2/2,67,0,1,Adopted,Against,For,For,For,For,For,For,For
5157,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 2/1,67,0,1,Adopted,Against,Against,Against,Against,Against,For,For,Against
5156,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After 1,amendment 6",0,68,0,Rejected,For,For,For,For,For,Against,Abstain,For
5155,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 1/2,67,0,1,Adopted,For,For,For,For,For,Against,Against,For
5154,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 1/1,67,0,1,Adopted,Against,Against,Against,Against,For,Against,Against,Abstain
5153,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : Paragraph 1,amendment 1",0,68,0,Rejected,For,For,For,For,For,Against,Abstain,For
5152,11/26/2020,International trade,Elimination of customs duties on certain products - Draft legislative resolution : vote: resolution (as a whole),67,0,2,Adopted,For,For,For,For,For,Against,Abstain,For
5151,11/26/2020,International trade,"Elimination of customs duties on certain products - Draft legislative resolution : Article 1,amendment 1",1,66,1,Rejected,For,For,For,For,For,Against,Abstain,For
5150,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : vote: resolution (as a whole)",68,1,0,Adopted,For,For,For,For,For,Against,Abstain,For
5149,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After recital G,amendment 3",67,1,0,Adopted,For,For,For,For,For,Against,Abstain,For
5148,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After recital G,amendment 2",68,0,0,Adopted,For,For,For,For,For,Against,Against,For
5145,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : Paragraph 25/2",6,61,1,Adopted,Against,Against,Abstain,Against,For,Against,Against,For
5144,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : Paragraph 25/1",67,1,0,Adopted,Against,Against,For,Against,For,Against,Against,For
5143,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 24,amendment 12",5,60,3,Adopted,For,For,For,For,For,Against,Against,For
5142,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 21,amendment 14",66,2,0,Adopted,For,For,For,For,For,Against,Against,For
5140,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 15,amendment 11",1,67,0,Rejected,Against,Against,Against,Against,For,Against,Abstain,Against
5139,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : Paragraph 13/2",67,0,1,Adopted,For,For,For,For,Against,Against,Against,For
5138,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : Paragraph 13/1",68,0,0,Adopted,For,For,For,For,For,Against,Abstain,For
5137,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 12,amendment 7",68,0,0,Adopted,For,For,For,For,Against,Against,Against,For
5136,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 11,amendment 5",67,1,0,Adopted,For,For,For,For,Against,Against,Against,For
5135,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 7,amendment 10",1,67,0,Rejected,For,For,For,For,For,Against,Against,For
5134,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 3,amendment 6",68,0,0,Adopted,Against,Against,Against,Against,For,Against,Against,Against
5133,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 2,amendment 9",3,65,0,Rejected,Against,Against,Against,Against,For,Against,Against,Against
5131,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 2,amendment 13",68,0,0,Adopted,Against,Against,For,Against,For,Against,Against,For
5116,11/26/2020,"Civil liberties, justice & home affairs",Situation of Fundamental Rights in the European Union - Annual Report for the years 2018-2019 - Motion for resolution : vote: resolution (as a whole),67,0,1,Adopted,Against,Against,For,Against,For,For,Abstain,For
5128,11/26/2020,Foreign & security policy,Escalating tensions in Varosha following the illegal actions by Turkey and the urgent need for the resumption of talks - Joint motion for resolution : vote: resolution (as a whole),69,0,0,Adopted,Against,Against,For,Against,For,Against,Abstain,For
4853,11/26/2020,International trade,"Union General Export Authorisation for the export of certain dual-use items from the Union to the United Kingdom of Great Britain and Northern Ireland - Draft legislative resolution : Text as a whole,amendment 1",68,0,0,Adopted,Against,Against,For,Against,For,For,For,For
4854,11/26/2020,International trade,Union General Export Authorisation for the export of certain dual-use items from the Union to the United Kingdom of Great Britain and Northern Ireland - Draft legislative resolution : Vote: Commission proposal,69,0,0,Adopted,Against,Against,For,Against,For,Against,Against,For
4856,11/26/2020,Economic & monetary affairs,Temporary measures in relation to value added tax for COVID-19 vaccines and in vitro diagnostic medical devices in response to the COVID-19 pandemic - Draft legislative resolution : Vote: Commission proposal,68,0,1,Adopted,For,For,For,For,For,Against,Abstain,For
5197,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 26/2,68,0,0,Adopted,For,For,For,For,For,Against,Abstain,For
5194,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 19/1,68,0,0,Adopted,For,For,For,For,For,Against,Abstain,For
5193,11/26/2020,International trade,EU Trade Policy Review - Motion for resolution : Paragraph 17/2,68,0,0,Adopted,For,For,For,For,For,Against,Abstain,For
5188,11/26/2020,International trade,"EU Trade Policy Review - Motion for resolution : After paragraph 7,amendment 2",0,55,13,Rejected,For,For,For,For,For,Against,Against,For
5186,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Recital P/2,67,0,1,Adopted,For,For,For,For,For,Against,For,For
5185,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Recital P/1,67,0,1,Adopted,For,For,For,For,For,Against,Abstain,For
5183,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Recital E/2,67,0,1,Adopted,For,For,For,For,For,Against,Against,For
5180,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Recital D/1,67,0,1,Adopted,For,Against,Against,Against,Against,Against,Against,For
5179,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After recital C,amendment 5",67,0,1,Rejected,For,Against,Against,Against,Against,Against,Against,For
5176,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After recital A,amendment 2",67,0,1,Adopted,Against,For,For,For,For,Against,For,For
5167,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : Paragraph 20,amendment 9",0,68,0,Rejected,Against,For,For,For,For,For,For,For
5164,11/26/2020,"Civil liberties, justice & home affairs","Abortion rights in Poland - Motion for resolution : After paragraph 15,amendment 8",65,0,3,Rejected,For,For,For,For,For,For,For,For
5162,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 15,67,0,1,Adopted,For,For,For,For,For,Against,Against,For
5161,11/26/2020,"Civil liberties, justice & home affairs",Abortion rights in Poland - Motion for resolution : Paragraph 12/2,67,0,1,Adopted,Abstain,For,For,For,For,For,For,For
5147,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After recital G,amendment 1",68,0,0,Adopted,For,For,For,For,For,Against,Against,For
5146,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After recital E,amendment 4",68,0,0,Adopted,Abstain,For,For,For,For,Against,For,Against
5141,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : Paragraph 17",66,2,0,Adopted,Against,For,For,For,For,For,Against,Against
5132,11/26/2020,Foreign & security policy,"The continuous violations of human rights in Belarus, in particular the murder of Raman Bandarenka - Joint motion for resolution : After paragraph 2,amendment 8",3,0,65,Rejected,For,For,For,For,For,Against,Against,For
5130,11/26/2020,Foreign & security policy,Situation in Ethiopia - Joint motion for resolution : vote: resolution (as a whole),69,0,0,Adopted,Abstain,For,For,For,For,For,For,For
